CustomerAge,AccountBalance,TransactionAmount_capped,LoginAttempts,TransactionDuration,Target,Cluster
54.0,5103.67,137.57,1.0,70.0,2,2
55.0,13793.53,534.62,1.0,45.0,3,3
50.0,2403.39,463.9200000000001,1.0,199.0,0,0
60.0,3075.97,320.14,1.0,96.0,2,2
28.0,7835.4,214.93,1.0,52.00000000000001,1,1
20.0,414.43,660.02,1.0,84.00000000000001,0,0
40.0,6116.8,345.81,1.0,135.0,3,3
71.0,6067.62,143.54,1.0,80.0,2,2
53.0,7341.43,42.55,1.0,29.000000000000004,3,3
21.0,1240.71,878.22,1.0,128.0,0,0
22.0,1454.08,541.7900000000001,1.0,125.0,1,1
26.0,1476.91,40.57,1.0,63.0,1,1
18.0,1943.1300000000003,120.24,2.0,131.0,1,1
28.0,1719.97,498.6700000000001,1.0,244.0,1,1
53.0,832.82,227.22000000000003,1.0,220.0,2,2
30.0,7696.16,878.22,1.0,34.0,0,0
76.0,7004.63,56.93999999999999,1.0,74.0,2,2
68.0,6385.69,629.8200000000002,1.0,159.0,0,0
35.0,5472.03,59.44,1.0,176.0,1,1
30.0,8602.22,186.69,1.0,53.99999999999999,1,1
19.0,162.53,230.46,1.0,179.0,1,1
44.0,9370.9,65.09,1.0,159.0,3,3
55.0,8570.82,457.0900000000001,1.0,63.0,3,3
44.0,522.08,552.0200000000001,1.0,100.00000000000001,0,0
34.0,836.6699999999998,377.12,1.0,61.00000000000001,1,1
18.0,364.72,204.56,1.0,179.0,1,1
35.0,8557.32,420.28,1.0,144.0,0,0
24.0,1579.57,97.09,4.0,202.0,1,1
27.0,129.29,124.58999999999999,1.0,171.0,1,1
39.0,6474.41,73.88,1.0,34.0,3,3
21.0,5113.438123505975,77.43,1.0,169.0,1,1
56.0,7487.790000000001,106.16,4.0,277.0,2,2
54.0,7986.629999999999,245.93,1.0,172.0,3,3
64.0,7322.01,622.41,1.0,125.0,0,0
34.0,9929.43,43.73,1.0,145.0,3,3
19.0,1830.98,878.22,1.0,68.00000000000001,0,0
33.0,3012.31,16.055,1.0,28.0,1,1
31.0,7198.8,770.65,1.0,137.0,0,0
63.0,10980.38,260.31,1.0,113.0,3,3
26.0,868.35,356.1,1.0,187.0,1,1
80.0,3773.2899999999995,27.070000000000004,1.0,39.0,2,2
67.0,6697.77,119.88999999999999,1.0,60.00000000000001,2,2
37.0,9410.99,106.39,1.0,281.0,3,3
37.0,6213.32,16.055,1.0,58.00000000000001,3,3
21.0,368.78,365.7,2.0,115.0,1,1
28.0,1663.31,29.380000000000003,1.0,63.0,1,1
60.0,711.6599999999999,319.85,1.0,148.0,2,2
75.0,2403.25,350.14,1.0,37.99999999999999,2,2
52.0,5957.37,163.94,1.0,73.0,2,2
24.0,801.01,170.53,1.0,58.00000000000001,1,1
40.0,5711.71,262.22,1.0,136.0,3,3
24.0,928.33,41.49,1.0,13.0,1,1
52.0,7365.28,121.43,1.0,243.0,3,3
51.0,5839.38,350.46,1.0,165.0,2,2
26.0,5116.98,220.41000000000003,1.0,155.0,1,1
72.0,3641.07,33.46,1.0,111.0,2,2
70.0,1352.19,104.79,1.0,223.0,2,2
29.0,7299.86,246.27,1.0,141.0,1,1
19.0,1503.56,48.85,1.0,176.0,1,1
69.0,5943.13,332.0,1.0,17.0,2,2
54.0,895.6599999999999,118.09999999999998,1.0,167.0,2,2
67.0,5669.1,84.59,1.0,10.0,2,2
21.0,1061.96,295.64,1.0,82.0,1,1
25.0,1592.94,514.3300000000002,1.0,160.0,1,1
43.0,6215.96,878.22,1.0,119.42293906810038,0,0
39.0,6171.89,94.59,1.0,34.0,3,3
59.0,5987.67,80.43,1.0,157.0,2,2
68.0,14783.33,54.25,1.0,37.0,3,3
76.0,4708.29,178.88,4.0,93.0,2,2
22.0,1806.0,518.85,1.0,82.0,1,1
54.0,13240.72,16.055,1.0,161.0,3,3
27.0,1196.07,198.62,1.0,84.00000000000001,1,1
27.0,1408.07,107.03,1.0,73.0,1,1
19.0,271.78,139.57,3.0,263.0,1,1
49.0,9419.27,312.47,4.0,148.0,3,3
41.0,9551.64,346.11,1.0,213.0,3,3
44.0,1070.47,138.06,1.0,159.0,1,1
49.0,9374.24,158.02,1.0,120.0,3,3
66.0,4253.18,830.0100000000001,1.0,96.0,0,0
55.0,6981.03,435.5,1.0,112.0,2,2
57.0,10483.93,110.49,1.0,48.0,3,3
34.0,9588.07,329.4,1.0,68.00000000000001,3,3
47.0,1238.11,635.4,1.0,106.0,0,0
22.0,1244.93,769.97,1.0,22.999999999999996,0,0
26.0,1040.25,175.07,1.0,169.0,1,1
78.0,5757.67,16.055,1.0,282.0,2,2
27.0,5113.438123505975,175.15,1.0,32.0,1,1
25.0,1544.88,32.54,4.0,183.0,1,1
60.0,5113.438123505975,121.82,1.0,119.0,2,2
30.0,8839.67,56.12,1.0,102.0,3,3
56.0,6239.89,424.7,1.0,178.0,2,2
32.0,5113.438123505975,35.16,1.0,130.0,1,1
65.0,9073.17,35.73,1.0,87.0,3,3
78.0,7561.33,16.055,1.0,107.99999999999999,2,2
21.0,694.03,878.22,1.0,235.0,0,0
50.0,2276.57,139.03,1.0,81.0,2,2
28.0,2791.12,254.92,1.0,169.0,1,1
28.0,9808.97,115.11,1.0,139.0,3,3
57.0,6324.09,171.11,1.0,171.0,2,2
70.0,13406.0,168.54,2.0,142.0,3,3
51.0,6581.55,420.76,1.0,119.42293906810038,2,2
64.0,3140.79,408.46,1.0,28.0,2,2
30.0,10357.26,878.22,1.0,45.0,0,0
21.0,461.83,342.17,1.0,247.0,1,1
53.0,5670.0,580.71,1.0,95.0,0,0
79.0,4040.3199999999997,821.54,1.0,36.0,0,0
20.0,220.51,253.47,1.0,238.0,1,1
62.0,3634.76,22.81,1.0,75.0,2,2
39.0,7180.48,266.57,1.0,96.0,3,3
75.0,1389.71,374.61,1.0,37.0,2,2
78.0,5002.7,339.35,1.0,70.0,2,2
20.0,9239.12,810.36,1.0,67.0,0,0
24.0,666.42,16.055,1.0,86.0,1,1
51.0,11351.64,135.57,1.0,116.00000000000001,3,3
43.0,7234.15,340.05,1.0,37.0,3,3
27.0,2049.51,283.45,1.0,127.0,1,1
68.0,8865.27,100.99,1.0,114.0,2,2
18.0,3908.4700000000003,90.88,1.0,176.0,1,1
26.0,5587.44,655.1500000000001,1.0,264.0,0,0
50.0,438.75,320.55,1.0,118.0,1,1
28.0,609.5999999999999,41.51,1.0,48.0,1,1
68.0,2393.73,71.53,1.0,39.0,2,2
54.0,3914.84,467.1300000000001,1.0,45.0,0,0
28.0,818.3599999999999,235.4,1.0,70.0,1,1
18.0,304.44,159.32,1.0,100.00000000000001,1,1
30.0,9553.42,50.83,1.0,48.0,3,3
59.0,3034.67,56.89000000000001,1.0,56.0,2,2
43.0,5515.32,20.22,1.0,138.0,3,3
36.0,1677.01,50.4,1.0,84.00000000000001,1,1
53.0,4055.55,73.88,1.0,131.0,2,2
33.0,9899.94,119.61,1.0,53.00000000000001,3,3
18.0,756.74,878.22,1.0,129.0,0,0
43.0,2620.74,116.58000000000001,1.0,247.0,1,1
30.0,11090.24,878.22,1.0,161.0,0,0
64.0,2174.16,391.96,1.0,79.0,2,2
46.0,7854.100000000001,156.26,1.0,160.0,3,3
49.0,8253.65,427.0,1.0,163.0,3,3
18.0,874.1499999999999,443.68,1.0,137.0,1,1
31.0,6043.25,101.76,1.0,26.0,1,1
37.0,2766.12,67.57,1.0,107.0,1,1
56.0,8171.259999999999,326.29,1.0,179.0,3,3
33.0,5401.21,158.56,1.0,100.00000000000001,1,1
27.0,3548.02,56.02000000000001,1.0,142.0,1,1
27.0,160.83,288.28,1.0,36.0,1,1
24.0,752.2499999999999,245.67,1.0,107.0,1,1
39.0,2459.84,152.18,4.0,176.0,1,1
41.0,469.12,114.35,1.0,21.000000000000004,1,1
61.0,8441.61,373.27,1.0,79.0,3,3
60.0,3806.16,504.63000000000005,1.0,168.00000000000003,0,0
46.0,6133.41,126.21999999999998,4.0,77.0,2,2
47.0,8802.97,820.1500000000001,1.0,181.0,0,0
68.0,14881.77,878.22,1.0,127.0,0,0
63.0,1106.34,16.055,1.0,135.0,2,2
53.0,5005.33,197.49,1.0,30.0,2,2
58.0,7949.03,637.97,1.0,90.0,0,0
26.0,259.77,16.055,1.0,65.0,1,1
49.0,2114.3,432.1,1.0,240.0,0,0
51.0,5495.3,375.17,2.0,66.0,2,2
50.0,8461.46,642.6800000000001,1.0,94.0,0,0
52.0,6870.84,78.44,1.0,292.0,3,3
49.0,5058.83,139.72,1.0,201.0,2,2
31.0,8885.0,499.99,1.0,296.0,0,0
24.0,530.81,16.055,1.0,49.0,1,1
23.0,9379.53,120.62000000000002,1.0,85.0,1,1
59.0,6475.13,578.49,1.0,180.0,0,0
34.0,319.04,119.3,5.0,22.0,1,1
41.0,5298.85,280.92,1.0,168.00000000000003,3,3
21.0,490.57,42.42,1.0,102.0,1,1
67.0,11310.27,77.03,1.0,259.0,3,3
62.0,3988.75,22.59,1.0,45.0,2,2
51.0,7484.319999999999,568.76,1.0,155.0,0,0
58.0,4815.11,25.94,5.0,211.0,2,2
51.0,5963.1,105.94,1.0,207.0,2,2
52.0,10427.0,733.2900000000001,5.0,94.0,3,3
21.0,296.47,350.15,1.0,195.0,1,1
65.0,1100.06,878.22,1.0,105.0,0,0
19.0,910.26,183.67,1.0,238.0,1,1
29.0,6684.34,278.27,1.0,123.0,1,1
40.0,8524.09,470.3000000000001,1.0,88.0,0,0
53.0,5126.65,261.69,1.0,84.00000000000001,2,2
22.0,873.8899999999999,365.04,1.0,94.0,1,1
57.0,7059.77,211.1,1.0,136.0,2,2
58.0,11991.24,21.49,1.0,240.0,3,3
18.0,8086.040000000001,63.580000000000005,1.0,199.0,1,1
63.0,12626.49,321.86,1.0,167.0,3,3
75.0,1730.28,16.055,1.0,127.0,2,2
44.0,3143.17,642.54,1.0,28.0,0,0
27.0,1242.49,210.45,1.0,146.0,1,1
55.0,1886.36,313.65,1.0,173.0,2,2
26.0,416.89,99.76,1.0,131.0,1,1
53.0,5929.08,115.32,1.0,113.0,2,2
23.0,479.08,33.61,1.0,72.0,1,1
33.0,5862.99,498.59000000000015,1.0,32.0,0,0
27.0,797.1,98.81,1.0,91.0,1,1
65.0,7287.94,16.055,1.0,147.0,2,2
59.0,5624.86,78.92,1.0,95.0,2,2
39.0,2988.41,194.29,1.0,10.0,1,1
53.0,2712.96,28.730000000000004,1.0,185.0,2,2
24.0,1433.66,105.53,1.0,88.0,1,1
30.0,7336.56,737.3400000000001,1.0,34.0,0,0
18.0,475.62999999999994,237.86,1.0,210.0,1,1
65.0,11698.15,409.61,1.0,89.0,3,3
21.0,1034.35,75.53,1.0,157.0,1,1
64.0,12042.79,72.75,1.0,15.0,3,3
26.0,518.54,39.11,1.0,143.0,1,1
23.0,1258.93,878.22,1.0,139.0,0,0
68.0,9127.65,729.38,1.0,90.0,0,0
34.0,4471.05,137.49,1.0,50.00000000000001,1,1
29.0,6214.54,504.71,1.0,61.00000000000001,0,0
24.0,1187.04,371.47,1.0,58.00000000000001,1,1
36.0,354.9,430.35,1.0,205.0,1,1
35.0,791.46,230.31999999999996,1.0,56.0,1,1
52.0,5878.89,121.71,1.0,140.0,2,2
20.0,533.2,98.87,1.0,179.0,1,1
24.0,897.94,117.55000000000001,1.0,35.0,1,1
30.0,9159.56,244.63999999999996,1.0,103.0,3,3
45.0,4392.73,321.93,1.0,12.0,2,2
58.0,1390.98,878.22,1.0,11.0,0,0
40.0,2008.7700000000002,283.23,1.0,98.0,1,1
30.0,6356.96,346.65,1.0,60.00000000000001,1,1
64.0,6009.12,381.62,1.0,164.0,2,2
76.0,7896.850000000001,388.65,1.0,43.0,2,2
24.0,1649.43,29.22,1.0,151.0,1,1
67.0,2840.43,46.75,1.0,150.0,2,2
57.0,3274.96,348.64,1.0,128.0,2,2
73.0,6501.56,319.17,1.0,81.0,2,2
26.0,363.92,73.95,1.0,75.99999999999999,1,1
27.0,9748.48,389.63,1.0,99.0,0,0
19.0,1404.53,217.60999999999999,1.0,45.0,1,1
21.0,706.44,199.84,1.0,150.0,1,1
44.0,5095.73,56.349999999999994,1.0,75.0,2,2
65.0,3059.79,248.95,1.0,29.000000000000004,2,2
33.0,7844.23,142.58,1.0,145.0,3,3
28.0,1119.61,878.22,1.0,87.0,0,0
58.0,5313.97,84.34,3.0,247.99999999999997,2,2
31.0,6227.99,878.22,1.0,156.0,0,0
60.0,6810.94,333.78,1.0,98.0,2,2
55.0,1457.07,332.59,1.0,143.0,2,2
22.0,813.68,236.81,1.0,15.0,1,1
27.0,1518.82,417.8,1.0,130.0,1,1
50.0,10269.78,319.27,1.0,150.0,3,3
42.0,672.7899999999998,384.1,1.0,172.0,1,1
61.0,6024.8,820.6200000000001,1.0,158.0,0,0
56.0,2158.59,474.7700000000001,1.0,50.00000000000001,0,0
43.0,6011.8,542.72,1.0,91.99999999999999,0,0
73.0,6372.58,79.8,1.0,75.99999999999999,2,2
57.0,2569.56,46.24,1.0,52.00000000000001,2,2
61.0,10585.48,327.8,1.0,53.99999999999999,3,3
52.0,717.9899999999999,445.79,1.0,161.0,0,0
72.0,3689.65,55.89,1.0,150.0,2,2
28.0,1512.16,158.41,1.0,16.0,1,1
64.0,14389.45,101.19,1.0,75.0,3,3
36.0,9800.21,827.1400000000001,4.0,265.0,3,3
74.0,7014.69,61.96999999999999,1.0,95.0,2,2
79.0,3520.61,27.21,1.0,102.0,2,2
80.0,4913.42,173.74,1.0,64.0,2,2
38.0,9155.35,176.11,1.0,105.0,3,3
46.0,2567.53,88.4,1.0,174.0,1,1
53.0,3779.4699999999993,567.9200000000001,1.0,14.0,0,0
68.0,4177.65,138.11,1.0,104.0,2,2
28.0,7284.76,456.93,1.0,193.0,0,0
66.0,6530.59,101.42,1.0,146.0,2,2
44.0,7895.540000000001,300.61,1.0,51.00000000000001,3,3
54.0,6781.3,265.94,1.0,132.0,2,2
29.0,2091.78,345.54,1.0,50.00000000000001,1,1
41.0,11108.39,411.52,1.0,88.0,3,3
35.0,9088.36,111.21,1.0,111.0,3,3
53.0,4671.69,316.37,1.0,86.0,2,2
37.0,7534.7300000000005,260.63,1.0,142.0,3,3
29.0,6353.14,92.36,1.0,144.0,1,1
63.0,13587.52,262.06,1.0,118.0,3,3
74.0,1351.24,64.5,1.0,230.0,2,2
28.0,2797.26,253.54999999999998,5.0,85.0,1,1
21.0,1222.77,283.63535643170053,3.0,125.0,1,1
57.0,3728.0400000000004,175.94,1.0,89.0,2,2
57.0,6067.44,199.47,1.0,142.0,2,2
63.0,4292.16,51.07,1.0,133.0,2,2
56.0,3801.8200000000006,435.86,1.0,134.0,0,0
64.0,6353.22,74.73,1.0,162.0,2,2
23.0,1251.85,182.79,1.0,14.0,1,1
44.0,11869.71,628.36,1.0,107.99999999999999,0,0
29.0,9409.43,268.39,1.0,177.0,3,3
80.0,6003.59,362.27,1.0,47.0,2,2
50.0,817.83,560.1500000000001,1.0,91.99999999999999,0,0
80.0,3663.64,351.99,2.0,45.0,2,2
28.0,319.65,132.36,1.0,160.0,1,1
40.0,478.23,24.77,1.0,17.0,1,1
44.0,13446.81,668.67,4.0,143.0,3,3
53.0,8012.810000000001,80.24,1.0,58.00000000000001,3,3
68.0,4201.22,16.055,1.0,198.0,2,2
18.0,8870.89,178.91,1.0,18.999999999999996,1,1
27.0,906.1999999999999,115.22,1.0,107.99999999999999,1,1
46.0,9286.37,161.63,1.0,276.0,3,3
70.0,2224.08,542.75,1.0,63.0,0,0
67.0,14639.28,317.47,1.0,16.0,3,3
45.0,9733.59,280.99,1.0,29.000000000000004,3,3
29.0,2756.2,24.19,1.0,28.0,1,1
36.0,6655.15,586.85,1.0,86.0,0,0
55.0,3233.87,372.41,1.0,143.0,2,2
20.0,1676.57,283.63535643170053,1.0,148.0,1,1
54.0,8371.11,383.69,1.0,285.0,3,3
65.0,2611.64,247.17000000000002,1.0,149.0,2,2
18.0,552.06,48.78,1.0,136.0,1,1
60.0,6017.36,16.055,1.0,119.0,2,2
34.0,7281.46,60.99,1.0,58.00000000000001,3,3
26.0,6847.47,408.19,1.0,241.0,1,1
58.0,13017.7,524.6000000000001,1.0,75.99999999999999,3,3
26.0,7597.660000000001,108.96,1.0,247.0,1,1
63.0,7330.31,70.03,1.0,49.0,2,2
52.0,6711.78,124.84,1.0,79.0,2,2
54.0,2248.06,324.04,1.0,30.0,2,2
70.0,3524.68,39.69,1.0,163.0,2,2
58.0,8332.58,157.7,1.0,45.99999999999999,3,3
22.0,1814.48,81.27,1.0,68.00000000000001,1,1
37.0,3886.7699999999995,193.82,1.0,176.0,1,1
79.0,7591.129999999999,16.73,1.0,165.0,2,2
57.0,1484.31,474.05,1.0,214.0,0,0
66.0,9385.57,39.21,4.0,245.0,2,2
79.0,4202.92,637.75,1.0,151.99999999999997,0,0
66.0,4813.12,153.59,1.0,174.0,2,2
18.0,9716.68,186.6,1.0,139.0,1,1
24.0,1980.62,644.0800000000002,1.0,55.0,0,0
41.0,10216.25,226.66000000000003,1.0,168.00000000000003,3,3
22.0,944.83,305.0,1.0,222.0,1,1
42.0,7469.2,233.10000000000002,1.0,37.0,3,3
68.0,13389.16,793.13,1.0,75.99999999999999,0,0
52.0,8475.47,224.18999999999997,1.0,93.0,3,3
23.0,991.6899999999999,214.83,1.0,63.0,1,1
63.0,6953.8,163.46,1.0,111.0,2,2
34.0,1370.03,194.99,1.0,91.0,1,1
46.0,14851.28,23.4,4.0,175.0,3,3
34.0,11505.35,227.5,1.0,277.0,3,3
26.0,914.2799999999999,259.9,1.0,100.00000000000001,1,1
36.0,9955.88,59.51,1.0,55.0,3,3
64.0,4732.81,50.63,1.1216216216216217,143.0,2,2
20.0,530.86,878.22,1.0,91.0,0,0
73.0,3807.8399999999997,112.94,1.0,30.999999999999996,2,2
21.0,320.25,16.055,1.0,131.0,1,1
55.0,12033.92,329.14,1.0,14.0,3,3
61.0,6109.55,154.24,1.0,82.0,2,2
20.0,1691.88,233.44000000000003,1.0,297.0,1,1
18.0,1697.67,141.8,1.0,116.00000000000001,1,1
55.0,8359.5,209.03,1.0,126.0,3,3
26.0,1629.12,878.22,1.0,144.0,0,0
42.0,6100.08,261.14,1.0,162.0,3,3
45.0,13872.03,101.81,1.1216216216216217,105.0,3,3
32.0,10095.23,98.71,1.0,117.0,3,3
21.0,1504.99,87.38,1.0,252.0,1,1
32.0,13182.11,83.39,1.0,158.0,3,3
46.0,4330.04,267.55,1.0,40.0,2,2
29.0,905.2499999999999,870.0500000000001,1.0,39.0,0,0
38.0,6972.5,154.32,1.0,119.42293906810038,3,3
78.0,3553.69,164.51,1.0,110.0,2,2
69.0,6164.65,758.12,1.0,90.0,0,0
28.0,9626.14,103.76,1.0,188.0,3,3
55.0,6364.14,583.9200000000001,1.0,139.0,0,0
77.0,4351.83,204.06,1.0,159.0,2,2
56.0,5773.5,53.51,1.0,165.0,2,2
30.0,9257.04,878.22,1.0,262.0,0,0
68.0,6335.58,52.95,1.0,14.0,2,2
49.0,5403.79,120.17000000000002,1.0,105.0,2,2
31.0,8135.31,220.8,1.0,28.0,1,1
45.0,9798.26,119.01,1.0,87.0,3,3
21.0,137.42,183.32,1.0,74.0,1,1
60.0,7015.46,858.88,1.0,227.0,0,0
41.0,2356.71,16.055,1.0,128.0,1,1
75.0,4294.44,61.370000000000005,1.0,164.0,2,2
49.0,9251.38,103.08,1.0,150.0,3,3
55.0,7542.739999999999,16.055,1.0,196.0,3,3
26.0,9880.71,425.18,1.0,172.0,0,0
52.0,6189.24,60.96,1.0,238.0,2,2
51.0,12540.18,64.21,1.0,37.0,3,3
53.0,4586.11,523.02,1.0,83.0,0,0
65.0,1519.38,50.26,1.0,164.0,2,2
19.0,1447.26,110.08000000000001,1.0,95.0,1,1
23.0,1131.42,54.470000000000006,1.0,34.0,1,1
68.0,10278.75,79.76,1.0,115.0,3,3
30.0,535.15,16.79,1.0,146.0,1,1
18.0,859.8599999999999,878.22,4.0,61.99999999999999,1,1
29.0,13891.47,68.62,1.0,157.0,3,3
20.0,1545.77,283.63535643170053,1.0,280.0,1,1
18.0,1046.74,643.38,1.0,105.0,0,0
42.0,2840.45,328.34,1.0,30.999999999999996,1,1
69.0,6216.77,72.68,1.0,44.0,2,2
51.0,10141.92,354.76,1.0,279.0,3,3
22.0,1404.06,793.8800000000001,1.0,252.0,0,0
27.0,7795.79,29.22,1.0,69.00000000000001,1,1
37.0,3886.65,653.9700000000001,1.0,100.00000000000001,0,0
21.0,1560.45,366.43,1.0,91.99999999999999,1,1
33.0,13566.58,120.85999999999999,4.0,162.0,3,3
72.0,4749.54,233.74,1.0,142.0,2,2
18.0,1044.33,471.84,1.0,138.0,1,1
73.0,2012.24,213.4,1.0,100.00000000000001,2,2
48.0,2487.2,254.21,1.0,45.99999999999999,2,2
37.0,14977.99,577.73,1.0,63.0,0,0
27.0,1969.48,170.26,1.0,265.0,1,1
78.0,7001.2,337.73,4.0,107.0,2,2
64.0,2525.25,330.61,1.0,113.0,2,2
35.0,7457.94,132.33,1.0,47.0,3,3
46.0,5113.438123505975,672.74,1.0,118.0,0,0
18.0,1690.23,74.04,1.0,66.0,1,1
28.0,3114.92,197.18,1.0,135.0,1,1
70.0,3466.74,21.15,1.0,180.0,2,2
62.0,9942.24,218.37,1.0,119.42293906810038,3,3
29.0,9791.74,590.0100000000001,3.0,140.0,3,3
44.0,6824.0,697.8200000000002,1.0,153.0,0,0
38.0,8583.39,302.76,3.0,88.0,3,3
20.0,1488.65,148.0,1.0,35.0,1,1
19.0,5583.88,22.26,1.0,56.0,1,1
25.0,1357.22,16.055,1.0,139.0,1,1
65.0,10553.23,757.1000000000001,1.0,203.0,0,0
25.0,1619.6,38.81,1.0,145.0,1,1
49.0,9475.4,76.51,4.0,120.0,3,3
31.0,8656.18,32.46,1.0,10.0,3,3
62.0,207.74,878.22,1.0,158.0,0,0
22.0,949.38,20.64,1.0,59.00000000000001,1,1
23.0,1996.38,662.11,1.0,219.0,0,0
55.0,8836.51,288.77,1.0,110.0,3,3
30.0,14330.47,35.05,1.0,105.0,3,3
46.0,5368.42,214.73,1.0,26.0,2,2
57.0,8616.05,25.38,1.0,66.0,3,3
41.0,5906.58,617.66,1.0,40.0,0,0
63.0,7863.6,446.39,1.0,77.0,2,2
33.0,2254.71,377.92,1.0,204.0,1,1
30.0,6983.04,16.055,1.0,43.0,1,1
36.0,9697.75,275.46,1.0,67.0,3,3
78.0,5909.52,179.76,1.0,81.0,2,2
44.0,7847.619999999999,32.34,1.0,45.0,3,3
79.0,4543.56,273.92,1.0,109.0,2,2
19.0,1307.23,375.45,1.0,32.0,1,1
23.0,1819.91,388.98,1.0,155.0,1,1
25.0,577.67,492.84000000000003,1.0,37.99999999999999,1,1
57.0,7802.360000000001,148.85,1.0,25.000000000000004,2,2
62.0,2596.61,283.63535643170053,5.0,47.0,2,2
50.0,2406.31,391.66,1.0,103.0,0,0
41.0,402.45,185.99,1.0,53.00000000000001,1,1
27.0,1238.43,322.48,1.0,57.0,1,1
18.0,796.3499999999999,20.27,1.0,22.0,1,1
47.0,7888.76,280.61,3.0,129.0,3,3
61.0,4658.89,199.02,1.0,269.0,2,2
63.0,5009.29,104.23,1.0,107.99999999999999,2,2
52.0,1822.34,353.59,5.0,109.0,2,2
39.0,5346.46,55.86,1.0,68.00000000000001,3,3
31.0,10704.95,16.055,1.0,178.0,3,3
33.0,2434.74,95.55,1.0,51.00000000000001,1,1
27.0,6568.07,477.0700000000001,1.0,278.0,0,0
52.0,2791.45,16.055,1.0,63.0,2,2
57.0,658.91,21.41,1.0,99.0,2,2
28.0,1346.88,278.28,1.0,26.0,1,1
73.0,3022.12,388.1,1.0,40.0,2,2
27.0,1582.55,215.39,1.0,215.99999999999997,1,1
66.0,14395.88,194.37,1.0,161.0,3,3
20.0,1741.1,37.7,1.0,109.0,1,1
64.0,1061.69,19.59,1.0,122.0,2,2
41.0,7192.45,81.35,1.0,103.0,3,3
58.0,9923.45,314.54,1.0,228.0,3,3
58.0,10915.11,466.6400000000001,1.0,11.0,3,3
22.0,719.52,397.01,1.0,100.00000000000001,1,1
55.0,7128.82,472.4800000000001,1.0,87.0,0,0
59.0,9028.49,67.15,1.0,14.0,3,3
79.0,4656.94,102.67,1.0,119.0,2,2
35.0,6990.64,460.09000000000003,3.0,146.0,3,3
66.0,6366.43,453.49000000000007,1.0,147.0,2,2
26.0,1382.62,267.17,1.0,170.0,1,1
66.0,14350.11,111.26,1.0,43.0,3,3
68.0,12990.77,121.16999999999999,1.0,158.0,3,3
51.0,4835.91,213.28,1.0,94.0,2,2
60.0,2154.58,187.88,1.0,180.0,2,2
34.0,14833.34,471.88,1.0,141.0,0,0
57.0,5061.3,83.79,1.0,47.0,2,2
72.0,7225.06,212.14,1.0,105.0,2,2
79.0,2607.58,99.16,1.0,202.0,2,2
60.0,11538.97,839.33,1.0,86.0,0,0
76.0,2834.84,29.91,3.0,43.0,2,2
38.0,7822.729999999999,16.055,1.0,37.99999999999999,3,3
58.0,7604.9,50.29,1.0,64.0,2,2
57.0,1480.39,135.85,1.0,269.0,2,2
68.0,13696.31,368.53,1.0,34.0,3,3
64.0,12344.9,17.95,1.0,135.0,3,3
31.0,8630.99,127.8,1.0,47.0,3,3
45.0,2202.62,16.73,1.0,48.0,1,1
44.0,14409.74,317.12,1.0,80.0,3,3
79.0,4894.25,476.6300000000001,1.0,115.0,2,2
24.0,8981.61,156.58,1.0,160.0,1,1
34.0,3791.99,55.12,1.0,261.0,1,1
27.0,690.16,16.055,1.0,37.99999999999999,1,1
70.0,6777.12,353.68,1.0,145.0,2,2
76.0,5449.37,297.15,1.0,178.0,2,2
36.0,13779.97,647.85,1.0,121.0,0,0
49.0,9648.6,75.04,1.0,178.0,3,3
28.0,1029.15,273.92,1.0,35.0,1,1
51.0,3656.62,215.8,1.0,66.0,2,2
41.0,6710.51,878.22,1.0,247.99999999999997,0,0
26.0,1778.75,420.6,1.0,55.0,1,1
23.0,5191.13,688.36,1.0,22.0,0,0
55.0,14847.97,285.18,1.0,150.0,3,3
63.0,5238.37,213.55,1.0,15.0,2,2
51.0,10238.82,463.11000000000007,1.0,159.0,3,3
73.0,7491.42,150.03,1.0,176.0,2,2
51.0,2116.36,283.63535643170053,1.0,131.0,2,2
58.0,972.04,309.56,1.0,147.0,2,2
26.0,6430.86,377.08,1.0,71.0,1,1
68.0,14077.97,77.25,1.0,157.0,3,3
64.0,3990.6,146.92,1.0,272.0,2,2
22.0,961.6499999999999,126.6,1.0,146.0,1,1
24.0,703.2599999999999,101.34,1.0,45.99999999999999,1,1
58.0,1156.67,184.97,1.0,268.0,2,2
46.0,1356.47,451.15000000000003,1.0,175.0,0,0
25.0,1305.06,516.4700000000001,1.0,94.0,1,1
25.0,261.97,878.22,1.0,29.000000000000004,0,0
44.67844382691544,9500.79,353.69,1.0,163.0,3,3
25.0,1210.33,66.69,1.0,140.0,1,1
31.0,337.62,95.75,1.0,169.0,1,1
27.0,5113.438123505975,43.91,1.0,86.0,1,1
54.0,6323.45,98.03,1.0,165.0,2,2
42.0,7155.95,617.66,1.0,128.0,0,0
62.0,7896.14,878.22,1.0,102.0,0,0
22.0,591.2299999999999,107.48,1.0,129.0,1,1
62.0,2583.07,36.57,1.0,69.00000000000001,2,2
43.0,234.40999999999997,575.62,1.0,129.0,0,0
37.0,4735.61,84.89,1.0,70.0,1,1
69.0,5113.438123505975,832.3000000000001,1.0,86.0,0,0
22.0,816.0099999999999,180.65,5.0,37.99999999999999,1,1
52.0,7393.11,16.055,1.0,84.00000000000001,3,3
56.0,13510.11,109.3,1.0,26.999999999999996,3,3
79.0,4466.1,230.07999999999998,1.0,123.99999999999999,2,2
